DZ2011,IZ2011,CA2011,CA2011QF,HSCP2016,HSCP2016QF,HB2014,HB2014QF,SIMD2016Rank,SIMD2016CountryDecile,SIMD2016CountryQuintile,SIMD2016HB2014Decile,SIMD2016HB2014Quintile,SIMD2016HSCP2016Decile,SIMD2016HSCP2016Quintile,SIMD2016CA2011Decile,SIMD2016CA2011Quintile,SIMD2016Most15pc,SIMD2016Least15pc
S01008388,S02001570,S12000011, ,S37000011, ,S08000031,r,5631,9,5,9,5,5,3,5,3,0,0
S01008389,S02001571,S12000011, ,S37000011, ,S08000031,r,6104,9,5,9,5,6,3,6,3,0,1
S01008390,S02001571,S12000011, ,S37000011, ,S08000031,r,6809,10,5,10,5,9,5,9,5,0,1
S01008391,S02001571,S12000011, ,S37000011, ,S08000031,r,6448,10,5,10,5,8,4,8,4,0,1
S01008392,S02001571,S12000011, ,S37000011, ,S08000031,r,6805,10,5,10,5,9,5,9,5,0,1
S01008393,S02001571,S12000011, ,S37000011, ,S08000031,r,6783,10,5,10,5,8,4,8,4,0,1
S01008394,S02001571,S12000011, ,S37000011, ,S08000031,r,6965,10,5,10,5,10,5,10,5,0,1
S01008395,S02001572,S12000011, ,S37000011, ,S08000031,r,6254,9,5,10,5,7,4,7,4,0,1
S01008396,S02001572,S12000011, ,S37000011, ,S08000031,r,5820,9,5,9,5,5,3,5,3,0,0
S01008397,S02001572,S12000011, ,S37000011, ,S08000031,r,6911,10,5,10,5,10,5,10,5,0,1
S01008398,S02001572,S12000011, ,S37000011, ,S08000031,r,6281,9,5,10,5,7,4,7,4,0,1
S01008399,S02001572,S12000011, ,S37000011, ,S08000031,r,6209,9,5,10,5,6,3,6,3,0,1
S01008400,S02001572,S12000011, ,S37000011, ,S08000031,r,6428,10,5,10,5,7,4,7,4,0,1
S01008401,S02001572,S12000011, ,S37000011, ,S08000031,r,6180,9,5,9,5,6,3,6,3,0,1
S01008402,S02001573,S12000011, ,S37000011, ,S08000031,r,6873,10,5,10,5,9,5,9,5,0,1
S01008403,S02001573,S12000011, ,S37000011, ,S08000031,r,6837,10,5,10,5,9,5,9,5,0,1
S01008404,S02001573,S12000011, ,S37000011, ,S08000031,r,6855,10,5,10,5,9,5,9,5,0,1
S01008405,S02001573,S12000011, ,S37000011, ,S08000031,r,6976,10,5,10,5,10,5,10,5,0,1
S01008406,S02001574,S12000011, ,S37000011, ,S08000031,r,5128,8,4,8,4,4,2,4,2,0,0
S01008407,S02001574,S12000011, ,S37000011, ,S08000031,r,3469,5,3,7,4,3,2,3,2,0,0
S01008408,S02001574,S12000011, ,S37000011, ,S08000031,r,6691,10,5,10,5,8,4,8,4,0,1
S01008409,S02001574,S12000011, ,S37000011, ,S08000031,r,2944,5,3,6,3,2,1,2,1,0,0
S01008410,S02001574,S12000011, ,S37000011, ,S08000031,r,4709,7,4,8,4,4,2,4,2,0,0
S01008411,S02001575,S12000011, ,S37000011, ,S08000031,r,5489,8,4,8,4,4,2,4,2,0,0
S01008412,S02001575,S12000011, ,S37000011, ,S08000031,r,5114,8,4,8,4,4,2,4,2,0,0
S01008413,S02001575,S12000011, ,S37000011, ,S08000031,r,4205,6,3,7,4,3,2,3,2,0,0
S01008414,S02001575,S12000011, ,S37000011, ,S08000031,r,6810,10,5,10,5,9,5,9,5,0,1
S01008415,S02001575,S12000011, ,S37000011, ,S08000031,r,4232,6,3,7,4,3,2,3,2,0,0
S01008416,S02001575,S12000011, ,S37000011, ,S08000031,r,2041,3,2,5,3,1,1,1,1,0,0
S01008417,S02001576,S12000036, ,S37000012, ,S08000024, ,5612,8,4,7,4,6,3,6,3,0,0
S01008418,S02001576,S12000036, ,S37000012, ,S08000024, ,6285,9,5,8,4,7,4,7,4,0,1
S01008419,S02001576,S12000036, ,S37000012, ,S08000024, ,5717,9,5,8,4,7,4,7,4,0,0
S01008420,S02001576,S12000036, ,S37000012, ,S08000024, ,6737,10,5,10,5,9,5,9,5,0,1
S01008421,S02001576,S12000036, ,S37000012, ,S08000024, ,3530,5,3,5,3,4,2,4,2,0,0
S01008422,S02001576,S12000036, ,S37000012, ,S08000024, ,6792,10,5,10,5,9,5,9,5,0,1
S01008423,S02001576,S12000036, ,S37000012, ,S08000024, ,6391,10,5,9,5,8,4,8,4,0,1
S01008424,S02001576,S12000036, ,S37000012, ,S08000024, ,6671,10,5,9,5,9,5,9,5,0,1
S01008425,S02001577,S12000036, ,S37000012, ,S08000024, ,6763,10,5,10,5,9,5,9,5,0,1
S01008426,S02001577,S12000036, ,S37000012, ,S08000024, ,3253,5,3,4,2,4,2,4,2,0,0
S01008427,S02001577,S12000036, ,S37000012, ,S08000024, ,6312,10,5,8,4,8,4,8,4,0,1
S01008428,S02001577,S12000036, ,S37000012, ,S08000024, ,4055,6,3,5,3,5,3,5,3,0,0
S01008429,S02001578,S12000036, ,S37000012, ,S08000024, ,6758,10,5,10,5,9,5,9,5,0,1
S01008430,S02001578,S12000036, ,S37000012, ,S08000024, ,5177,8,4,7,4,6,3,6,3,0,0
S01008431,S02001578,S12000036, ,S37000012, ,S08000024, ,5793,9,5,8,4,7,4,7,4,0,0
S01008432,S02001578,S12000036, ,S37000012, ,S08000024, ,6298,9,5,8,4,7,4,7,4,0,1
S01008433,S02001579,S12000036, ,S37000012, ,S08000024, ,6614,10,5,9,5,8,4,8,4,0,1
S01008434,S02001579,S12000036, ,S37000012, ,S08000024, ,6493,10,5,9,5,8,4,8,4,0,1
S01008435,S02001579,S12000036, ,S37000012, ,S08000024, ,6589,10,5,9,5,8,4,8,4,0,1
S01008436,S02001579,S12000036, ,S37000012, ,S08000024, ,6279,9,5,8,4,7,4,7,4,0,1
S01008437,S02001579,S12000036, ,S37000012, ,S08000024, ,5241,8,4,7,4,6,3,6,3,0,0
S01008438,S02001580,S12000036, ,S37000012, ,S08000024, ,6336,10,5,8,4,8,4,8,4,0,1
S01008439,S02001580,S12000036, ,S37000012, ,S08000024, ,6778,10,5,10,5,9,5,9,5,0,1
S01008440,S02001580,S12000036, ,S37000012, ,S08000024, ,6410,10,5,9,5,8,4,8,4,0,1
S01008441,S02001580,S12000036, ,S37000012, ,S08000024, ,6700,10,5,9,5,9,5,9,5,0,1
S01008442,S02001580,S12000036, ,S37000012, ,S08000024, ,6652,10,5,9,5,9,5,9,5,0,1
S01008443,S02001580,S12000036, ,S37000012, ,S08000024, ,6679,10,5,9,5,9,5,9,5,0,1
S01008444,S02001581,S12000036, ,S37000012, ,S08000024, ,6730,10,5,10,5,9,5,9,5,0,1
S01008445,S02001581,S12000036, ,S37000012, ,S08000024, ,5486,8,4,7,4,6,3,6,3,0,0
S01008446,S02001581,S12000036, ,S37000012, ,S08000024, ,6838,10,5,10,5,10,5,10,5,0,1
S01008447,S02001581,S12000036, ,S37000012, ,S08000024, ,6296,9,5,8,4,7,4,7,4,0,1
S01008448,S02001581,S12000036, ,S37000012, ,S08000024, ,5559,8,4,7,4,6,3,6,3,0,0
S01008449,S02001582,S12000036, ,S37000012, ,S08000024, ,913,2,1,1,1,1,1,1,1,1,0
S01008450,S02001582,S12000036, ,S37000012, ,S08000024, ,1398,2,1,2,1,2,1,2,1,0,0
S01008451,S02001582,S12000036, ,S37000012, ,S08000024, ,132,1,1,1,1,1,1,1,1,1,0
S01008452,S02001582,S12000036, ,S37000012, ,S08000024, ,239,1,1,1,1,1,1,1,1,1,0
S01008453,S02001582,S12000036, ,S37000012, ,S08000024, ,3562,6,3,5,3,4,2,4,2,0,0
S01008454,S02001583,S12000036, ,S37000012, ,S08000024, ,738,2,1,1,1,1,1,1,1,1,0
S01008455,S02001583,S12000036, ,S37000012, ,S08000024, ,623,1,1,1,1,1,1,1,1,1,0
S01008456,S02001583,S12000036, ,S37000012, ,S08000024, ,267,1,1,1,1,1,1,1,1,1,0
S01008457,S02001583,S12000036, ,S37000012, ,S08000024, ,1054,2,1,1,1,1,1,1,1,1,0
S01008458,S02001583,S12000036, ,S37000012, ,S08000024, ,2561,4,2,3,2,3,2,3,2,0,0
S01008459,S02001584,S12000036, ,S37000012, ,S08000024, ,375,1,1,1,1,1,1,1,1,1,0
S01008460,S02001584,S12000036, ,S37000012, ,S08000024, ,264,1,1,1,1,1,1,1,1,1,0
S01008461,S02001584,S12000036, ,S37000012, ,S08000024, ,347,1,1,1,1,1,1,1,1,1,0
S01008462,S02001584,S12000036, ,S37000012, ,S08000024, ,191,1,1,1,1,1,1,1,1,1,0
S01008463,S02001584,S12000036, ,S37000012, ,S08000024, ,438,1,1,1,1,1,1,1,1,1,0
S01008464,S02001585,S12000036, ,S37000012, ,S08000024, ,3622,6,3,5,3,4,2,4,2,0,0
S01008465,S02001585,S12000036, ,S37000012, ,S08000024, ,3597,6,3,5,3,4,2,4,2,0,0
S01008466,S02001585,S12000036, ,S37000012, ,S08000024, ,2452,4,2,3,2,3,2,3,2,0,0
S01008467,S02001585,S12000036, ,S37000012, ,S08000024, ,3544,5,3,5,3,4,2,4,2,0,0
S01008468,S02001586,S12000036, ,S37000012, ,S08000024, ,2183,4,2,3,2,3,2,3,2,0,0
S01008469,S02001586,S12000036, ,S37000012, ,S08000024, ,3379,5,3,4,2,4,2,4,2,0,0
S01008470,S02001586,S12000036, ,S37000012, ,S08000024, ,973,2,1,1,1,1,1,1,1,1,0
S01008471,S02001586,S12000036, ,S37000012, ,S08000024, ,594,1,1,1,1,1,1,1,1,1,0
S01008472,S02001586,S12000036, ,S37000012, ,S08000024, ,1601,3,2,2,1,2,1,2,1,0,0
S01008473,S02001587,S12000036, ,S37000012, ,S08000024, ,1045,2,1,1,1,1,1,1,1,1,0
S01008474,S02001587,S12000036, ,S37000012, ,S08000024, ,728,2,1,1,1,1,1,1,1,1,0
S01008475,S02001587,S12000036, ,S37000012, ,S08000024, ,1424,2,1,2,1,2,1,2,1,0,0
S01008476,S02001587,S12000036, ,S37000012, ,S08000024, ,1481,3,2,2,1,2,1,2,1,0,0
S01008477,S02001587,S12000036, ,S37000012, ,S08000024, ,1146,2,1,1,1,2,1,2,1,0,0
S01008478,S02001587,S12000036, ,S37000012, ,S08000024, ,1368,2,1,2,1,2,1,2,1,0,0
S01008479,S02001587,S12000036, ,S37000012, ,S08000024, ,2034,3,2,3,2,2,1,2,1,0,0
S01008480,S02001587,S12000036, ,S37000012, ,S08000024, ,2155,4,2,3,2,3,2,3,2,0,0
S01008481,S02001588,S12000036, ,S37000012, ,S08000024, ,2621,4,2,4,2,3,2,3,2,0,0
S01008482,S02001588,S12000036, ,S37000012, ,S08000024, ,1976,3,2,3,2,2,1,2,1,0,0
S01008483,S02001588,S12000036, ,S37000012, ,S08000024, ,1363,2,1,2,1,2,1,2,1,0,0
S01008484,S02001588,S12000036, ,S37000012, ,S08000024, ,3408,5,3,4,2,4,2,4,2,0,0
S01008485,S02001588,S12000036, ,S37000012, ,S08000024, ,5010,8,4,7,4,6,3,6,3,0,0
S01008486,S02001589,S12000036, ,S37000012, ,S08000024, ,2594,4,2,3,2,3,2,3,2,0,0
S01008487,S02001589,S12000036, ,S37000012, ,S08000024, ,5410,8,4,7,4,6,3,6,3,0,0
S01008488,S02001589,S12000036, ,S37000012, ,S08000024, ,3476,5,3,5,3,4,2,4,2,0,0
S01008489,S02001589,S12000036, ,S37000012, ,S08000024, ,2472,4,2,3,2,3,2,3,2,0,0
S01008490,S02001589,S12000036, ,S37000012, ,S08000024, ,3654,6,3,5,3,4,2,4,2,0,0
S01008491,S02001589,S12000036, ,S37000012, ,S08000024, ,4014,6,3,5,3,5,3,5,3,0,0
S01008492,S02001590,S12000036, ,S37000012, ,S08000024, ,2890,5,3,4,2,3,2,3,2,0,0
S01008493,S02001590,S12000036, ,S37000012, ,S08000024, ,2680,4,2,4,2,3,2,3,2,0,0
S01008494,S02001590,S12000036, ,S37000012, ,S08000024, ,1799,3,2,2,1,2,1,2,1,0,0
S01008495,S02001590,S12000036, ,S37000012, ,S08000024, ,3071,5,3,4,2,3,2,3,2,0,0
S01008496,S02001590,S12000036, ,S37000012, ,S08000024, ,4539,7,4,6,3,5,3,5,3,0,0
S01008497,S02001591,S12000036, ,S37000012, ,S08000024, ,4650,7,4,6,3,5,3,5,3,0,0
S01008498,S02001591,S12000036, ,S37000012, ,S08000024, ,2196,4,2,3,2,3,2,3,2,0,0
S01008499,S02001591,S12000036, ,S37000012, ,S08000024, ,4190,6,3,6,3,5,3,5,3,0,0
S01008500,S02001591,S12000036, ,S37000012, ,S08000024, ,1059,2,1,1,1,1,1,1,1,1,0
S01008501,S02001591,S12000036, ,S37000012, ,S08000024, ,6139,9,5,8,4,7,4,7,4,0,1
S01008502,S02001592,S12000036, ,S37000012, ,S08000024, ,6658,10,5,9,5,9,5,9,5,0,1
S01008503,S02001592,S12000036, ,S37000012, ,S08000024, ,6608,10,5,9,5,8,4,8,4,0,1
S01008504,S02001592,S12000036, ,S37000012, ,S08000024, ,6750,10,5,10,5,9,5,9,5,0,1
S01008505,S02001592,S12000036, ,S37000012, ,S08000024, ,6768,10,5,10,5,9,5,9,5,0,1
S01008506,S02001592,S12000036, ,S37000012, ,S08000024, ,6469,10,5,9,5,8,4,8,4,0,1
S01008507,S02001592,S12000036, ,S37000012, ,S08000024, ,5962,9,5,8,4,7,4,7,4,0,0
S01008508,S02001593,S12000036, ,S37000012, ,S08000024, ,6904,10,5,10,5,10,5,10,5,0,1
S01008509,S02001593,S12000036, ,S37000012, ,S08000024, ,6868,10,5,10,5,10,5,10,5,0,1
S01008510,S02001593,S12000036, ,S37000012, ,S08000024, ,6457,10,5,9,5,8,4,8,4,0,1
S01008511,S02001593,S12000036, ,S37000012, ,S08000024, ,6899,10,5,10,5,10,5,10,5,0,1
S01008512,S02001593,S12000036, ,S37000012, ,S08000024, ,6865,10,5,10,5,10,5,10,5,0,1
S01008513,S02001593,S12000036, ,S37000012, ,S08000024, ,6830,10,5,10,5,10,5,10,5,0,1
S01008514,S02001594,S12000036, ,S37000012, ,S08000024, ,5630,9,5,7,4,6,3,6,3,0,0
S01008515,S02001594,S12000036, ,S37000012, ,S08000024, ,6961,10,5,10,5,10,5,10,5,0,1
S01008516,S02001594,S12000036, ,S37000012, ,S08000024, ,4286,7,4,6,3,5,3,5,3,0,0
S01008517,S02001594,S12000036, ,S37000012, ,S08000024, ,6686,10,5,9,5,9,5,9,5,0,1
S01008518,S02001594,S12000036, ,S37000012, ,S08000024, ,6825,10,5,10,5,10,5,10,5,0,1
S01008519,S02001595,S12000036, ,S37000012, ,S08000024, ,6722,10,5,10,5,9,5,9,5,0,1
S01008520,S02001595,S12000036, ,S37000012, ,S08000024, ,6862,10,5,10,5,10,5,10,5,0,1
S01008521,S02001595,S12000036, ,S37000012, ,S08000024, ,6833,10,5,10,5,10,5,10,5,0,1
S01008522,S02001595,S12000036, ,S37000012, ,S08000024, ,6651,10,5,9,5,9,5,9,5,0,1
S01008523,S02001595,S12000036, ,S37000012, ,S08000024, ,6396,10,5,9,5,8,4,8,4,0,1
S01008524,S02001596,S12000036, ,S37000012, ,S08000024, ,944,2,1,1,1,1,1,1,1,1,0
S01008525,S02001596,S12000036, ,S37000012, ,S08000024, ,2427,4,2,3,2,3,2,3,2,0,0
S01008526,S02001596,S12000036, ,S37000012, ,S08000024, ,3054,5,3,4,2,3,2,3,2,0,0
S01008527,S02001596,S12000036, ,S37000012, ,S08000024, ,5130,8,4,7,4,6,3,6,3,0,0
S01008528,S02001596,S12000036, ,S37000012, ,S08000024, ,4683,7,4,6,3,5,3,5,3,0,0
S01008529,S02001597,S12000036, ,S37000012, ,S08000024, ,4363,7,4,6,3,5,3,5,3,0,0
S01008530,S02001597,S12000036, ,S37000012, ,S08000024, ,741,2,1,1,1,1,1,1,1,1,0
S01008531,S02001597,S12000036, ,S37000012, ,S08000024, ,1750,3,2,2,1,2,1,2,1,0,0
S01008532,S02001597,S12000036, ,S37000012, ,S08000024, ,2699,4,2,4,2,3,2,3,2,0,0
S01008533,S02001598,S12000036, ,S37000012, ,S08000024, ,5300,8,4,7,4,6,3,6,3,0,0
S01008534,S02001598,S12000036, ,S37000012, ,S08000024, ,6595,10,5,9,5,8,4,8,4,0,1
S01008535,S02001598,S12000036, ,S37000012, ,S08000024, ,6434,10,5,9,5,8,4,8,4,0,1
S01008536,S02001598,S12000036, ,S37000012, ,S08000024, ,6639,10,5,9,5,9,5,9,5,0,1
S01008537,S02001598,S12000036, ,S37000012, ,S08000024, ,6774,10,5,10,5,9,5,9,5,0,1
S01008538,S02001598,S12000036, ,S37000012, ,S08000024, ,6950,10,5,10,5,10,5,10,5,0,1
S01008539,S02001598,S12000036, ,S37000012, ,S08000024, ,6895,10,5,10,5,10,5,10,5,0,1
S01008540,S02001598,S12000036, ,S37000012, ,S08000024, ,6893,10,5,10,5,10,5,10,5,0,1
S01008541,S02001599,S12000036, ,S37000012, ,S08000024, ,6863,10,5,10,5,10,5,10,5,0,1
S01008542,S02001599,S12000036, ,S37000012, ,S08000024, ,6732,10,5,10,5,9,5,9,5,0,1
S01008543,S02001599,S12000036, ,S37000012, ,S08000024, ,6707,10,5,9,5,9,5,9,5,0,1
S01008544,S02001599,S12000036, ,S37000012, ,S08000024, ,6340,10,5,8,4,8,4,8,4,0,1
S01008545,S02001599,S12000036, ,S37000012, ,S08000024, ,6723,10,5,10,5,9,5,9,5,0,1
S01008546,S02001599,S12000036, ,S37000012, ,S08000024, ,6610,10,5,9,5,8,4,8,4,0,1
S01008547,S02001600,S12000036, ,S37000012, ,S08000024, ,5025,8,4,7,4,6,3,6,3,0,0
S01008548,S02001600,S12000036, ,S37000012, ,S08000024, ,4439,7,4,6,3,5,3,5,3,0,0
S01008549,S02001600,S12000036, ,S37000012, ,S08000024, ,3886,6,3,5,3,4,2,4,2,0,0
S01008550,S02001601,S12000036, ,S37000012, ,S08000024, ,5661,9,5,7,4,6,3,6,3,0,0
S01008551,S02001601,S12000036, ,S37000012, ,S08000024, ,4784,7,4,6,3,5,3,5,3,0,0
S01008552,S02001601,S12000036, ,S37000012, ,S08000024, ,5554,8,4,7,4,6,3,6,3,0,0
S01008553,S02001602,S12000036, ,S37000012, ,S08000024, ,2340,4,2,3,2,3,2,3,2,0,0
S01008554,S02001602,S12000036, ,S37000012, ,S08000024, ,775,2,1,1,1,1,1,1,1,1,0
S01008555,S02001602,S12000036, ,S37000012, ,S08000024, ,808,2,1,1,1,1,1,1,1,1,0
S01008556,S02001602,S12000036, ,S37000012, ,S08000024, ,647,1,1,1,1,1,1,1,1,1,0
S01008557,S02001602,S12000036, ,S37000012, ,S08000024, ,1137,2,1,1,1,2,1,2,1,0,0
S01008558,S02001602,S12000036, ,S37000012, ,S08000024, ,1339,2,1,2,1,2,1,2,1,0,0
S01008559,S02001603,S12000036, ,S37000012, ,S08000024, ,1993,3,2,3,2,2,1,2,1,0,0
S01008560,S02001603,S12000036, ,S37000012, ,S08000024, ,1574,3,2,2,1,2,1,2,1,0,0
S01008561,S02001603,S12000036, ,S37000012, ,S08000024, ,2556,4,2,3,2,3,2,3,2,0,0
S01008562,S02001603,S12000036, ,S37000012, ,S08000024, ,872,2,1,1,1,1,1,1,1,1,0
S01008563,S02001603,S12000036, ,S37000012, ,S08000024, ,1403,2,1,2,1,2,1,2,1,0,0
S01008564,S02001604,S12000036, ,S37000012, ,S08000024, ,2724,4,2,4,2,3,2,3,2,0,0
S01008565,S02001604,S12000036, ,S37000012, ,S08000024, ,1005,2,1,1,1,1,1,1,1,1,0
S01008566,S02001604,S12000036, ,S37000012, ,S08000024, ,1526,3,2,2,1,2,1,2,1,0,0
S01008567,S02001604,S12000036, ,S37000012, ,S08000024, ,1975,3,2,3,2,2,1,2,1,0,0
S01008568,S02001604,S12000036, ,S37000012, ,S08000024, ,3564,6,3,5,3,4,2,4,2,0,0
S01008569,S02001605,S12000036, ,S37000012, ,S08000024, ,50,1,1,1,1,1,1,1,1,1,0
S01008570,S02001605,S12000036, ,S37000012, ,S08000024, ,535,1,1,1,1,1,1,1,1,1,0
S01008571,S02001605,S12000036, ,S37000012, ,S08000024, ,1996,3,2,3,2,2,1,2,1,0,0
S01008572,S02001605,S12000036, ,S37000012, ,S08000024, ,3140,5,3,4,2,4,2,4,2,0,0
S01008573,S02001606,S12000036, ,S37000012, ,S08000024, ,4986,8,4,7,4,6,3,6,3,0,0
S01008574,S02001606,S12000036, ,S37000012, ,S08000024, ,5634,9,5,7,4,6,3,6,3,0,0
S01008575,S02001606,S12000036, ,S37000012, ,S08000024, ,6480,10,5,9,5,8,4,8,4,0,1
S01008576,S02001606,S12000036, ,S37000012, ,S08000024, ,5446,8,4,7,4,6,3,6,3,0,0
S01008577,S02001607,S12000036, ,S37000012, ,S08000024, ,4766,7,4,6,3,5,3,5,3,0,0
S01008578,S02001607,S12000036, ,S37000012, ,S08000024, ,6794,10,5,10,5,10,5,10,5,0,1
S01008579,S02001607,S12000036, ,S37000012, ,S08000024, ,4828,7,4,6,3,5,3,5,3,0,0
S01008580,S02001607,S12000036, ,S37000012, ,S08000024, ,4675,7,4,6,3,5,3,5,3,0,0
S01008581,S02001608,S12000036, ,S37000012, ,S08000024, ,1418,2,1,2,1,2,1,2,1,0,0
S01008582,S02001608,S12000036, ,S37000012, ,S08000024, ,1804,3,2,2,1,2,1,2,1,0,0
S01008583,S02001608,S12000036, ,S37000012, ,S08000024, ,2628,4,2,4,2,3,2,3,2,0,0
S01008584,S02001608,S12000036, ,S37000012, ,S08000024, ,2633,4,2,4,2,3,2,3,2,0,0
S01008585,S02001608,S12000036, ,S37000012, ,S08000024, ,1715,3,2,2,1,2,1,2,1,0,0
S01008586,S02001608,S12000036, ,S37000012, ,S08000024, ,2168,4,2,3,2,3,2,3,2,0,0
S01008587,S02001609,S12000036, ,S37000012, ,S08000024, ,5755,9,5,8,4,7,4,7,4,0,0
S01008588,S02001609,S12000036, ,S37000012, ,S08000024, ,6786,10,5,10,5,9,5,9,5,0,1
S01008589,S02001609,S12000036, ,S37000012, ,S08000024, ,5602,8,4,7,4,6,3,6,3,0,0
S01008590,S02001609,S12000036, ,S37000012, ,S08000024, ,6552,10,5,9,5,8,4,8,4,0,1
S01008591,S02001609,S12000036, ,S37000012, ,S08000024, ,5880,9,5,8,4,7,4,7,4,0,0
S01008592,S02001609,S12000036, ,S37000012, ,S08000024, ,3650,6,3,5,3,4,2,4,2,0,0
S01008593,S02001609,S12000036, ,S37000012, ,S08000024, ,6701,10,5,9,5,9,5,9,5,0,1
S01008594,S02001609,S12000036, ,S37000012, ,S08000024, ,6537,10,5,9,5,8,4,8,4,0,1
S01008595,S02001610,S12000036, ,S37000012, ,S08000024, ,1470,3,2,2,1,2,1,2,1,0,0
S01008596,S02001610,S12000036, ,S37000012, ,S08000024, ,2297,4,2,3,2,3,2,3,2,0,0
S01008597,S02001610,S12000036, ,S37000012, ,S08000024, ,6176,9,5,8,4,7,4,7,4,0,1
S01008598,S02001610,S12000036, ,S37000012, ,S08000024, ,5524,8,4,7,4,6,3,6,3,0,0
S01008599,S02001611,S12000036, ,S37000012, ,S08000024, ,6398,10,5,9,5,8,4,8,4,0,1
S01008600,S02001611,S12000036, ,S37000012, ,S08000024, ,5709,9,5,7,4,6,3,6,3,0,0
S01008601,S02001611,S12000036, ,S37000012, ,S08000024, ,6531,10,5,9,5,8,4,8,4,0,1
S01008602,S02001611,S12000036, ,S37000012, ,S08000024, ,6613,10,5,9,5,8,4,8,4,0,1
S01008603,S02001611,S12000036, ,S37000012, ,S08000024, ,4521,7,4,6,3,5,3,5,3,0,0
S01008604,S02001612,S12000036, ,S37000012, ,S08000024, ,6455,10,5,9,5,8,4,8,4,0,1
S01008605,S02001612,S12000036, ,S37000012, ,S08000024, ,6759,10,5,10,5,9,5,9,5,0,1
S01008606,S02001612,S12000036, ,S37000012, ,S08000024, ,6650,10,5,9,5,9,5,9,5,0,1
S01008607,S02001612,S12000036, ,S37000012, ,S08000024, ,6793,10,5,10,5,9,5,9,5,0,1
S01008608,S02001612,S12000036, ,S37000012, ,S08000024, ,6836,10,5,10,5,10,5,10,5,0,1
S01008609,S02001612,S12000036, ,S37000012, ,S08000024, ,6130,9,5,8,4,7,4,7,4,0,1
S01008610,S02001612,S12000036, ,S37000012, ,S08000024, ,6820,10,5,10,5,10,5,10,5,0,1
S01008611,S02001613,S12000036, ,S37000012, ,S08000024, ,6870,10,5,10,5,10,5,10,5,0,1
S01008612,S02001613,S12000036, ,S37000012, ,S08000024, ,4996,8,4,7,4,6,3,6,3,0,0
S01008613,S02001613,S12000036, ,S37000012, ,S08000024, ,6545,10,5,9,5,8,4,8,4,0,1
S01008614,S02001613,S12000036, ,S37000012, ,S08000024, ,5758,9,5,8,4,7,4,7,4,0,0
S01008615,S02001613,S12000036, ,S37000012, ,S08000024, ,6752,10,5,10,5,9,5,9,5,0,1
S01008616,S02001613,S12000036, ,S37000012, ,S08000024, ,6921,10,5,10,5,10,5,10,5,0,1
S01008617,S02001614,S12000036, ,S37000012, ,S08000024, ,6947,10,5,10,5,10,5,10,5,0,1
S01008618,S02001614,S12000036, ,S37000012, ,S08000024, ,6948,10,5,10,5,10,5,10,5,0,1
S01008619,S02001614,S12000036, ,S37000012, ,S08000024, ,6733,10,5,10,5,9,5,9,5,0,1
S01008620,S02001614,S12000036, ,S37000012, ,S08000024, ,6963,10,5,10,5,10,5,10,5,0,1
S01008621,S02001614,S12000036, ,S37000012, ,S08000024, ,6970,10,5,10,5,10,5,10,5,0,1
S01008622,S02001614,S12000036, ,S37000012, ,S08000024, ,6974,10,5,10,5,10,5,10,5,0,1
S01008623,S02001614,S12000036, ,S37000012, ,S08000024, ,6940,10,5,10,5,10,5,10,5,0,1
S01008624,S02001615,S12000036, ,S37000012, ,S08000024, ,6445,10,5,9,5,8,4,8,4,0,1
S01008625,S02001615,S12000036, ,S37000012, ,S08000024, ,6117,9,5,8,4,7,4,7,4,0,1
S01008626,S02001615,S12000036, ,S37000012, ,S08000024, ,6922,10,5,10,5,10,5,10,5,0,1
S01008627,S02001615,S12000036, ,S37000012, ,S08000024, ,6953,10,5,10,5,10,5,10,5,0,1
S01008628,S02001615,S12000036, ,S37000012, ,S08000024, ,6235,9,5,8,4,7,4,7,4,0,1
S01008629,S02001615,S12000036, ,S37000012, ,S08000024, ,6154,9,5,8,4,7,4,7,4,0,1
S01008630,S02001615,S12000036, ,S37000012, ,S08000024, ,6849,10,5,10,5,10,5,10,5,0,1
S01008631,S02001615,S12000036, ,S37000012, ,S08000024, ,5776,9,5,8,4,7,4,7,4,0,0
S01008632,S02001616,S12000036, ,S37000012, ,S08000024, ,3488,5,3,5,3,4,2,4,2,0,0
S01008633,S02001616,S12000036, ,S37000012, ,S08000024, ,5924,9,5,8,4,7,4,7,4,0,0
S01008634,S02001616,S12000036, ,S37000012, ,S08000024, ,6907,10,5,10,5,10,5,10,5,0,1
S01008635,S02001616,S12000036, ,S37000012, ,S08000024, ,6746,10,5,10,5,9,5,9,5,0,1
S01008636,S02001616,S12000036, ,S37000012, ,S08000024, ,6720,10,5,10,5,9,5,9,5,0,1
S01008637,S02001616,S12000036, ,S37000012, ,S08000024, ,6869,10,5,10,5,10,5,10,5,0,1
S01008638,S02001617,S12000036, ,S37000012, ,S08000024, ,5547,8,4,7,4,6,3,6,3,0,0
S01008639,S02001617,S12000036, ,S37000012, ,S08000024, ,5729,9,5,8,4,7,4,7,4,0,0
S01008640,S02001617,S12000036, ,S37000012, ,S08000024, ,6939,10,5,10,5,10,5,10,5,0,1
S01008641,S02001617,S12000036, ,S37000012, ,S08000024, ,6967,10,5,10,5,10,5,10,5,0,1
S01008642,S02001617,S12000036, ,S37000012, ,S08000024, ,6928,10,5,10,5,10,5,10,5,0,1
